Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Panama,Spain,1,5,2012-11-14 22:30:00,11,27,8,54,0.3076923076923077,0.7012987012987013,3,17,0.2727272727272727,0.6296296296296297,3,17,0.6363636363636364,0.2222222222222222,1,4,0.09090909090909093,0.14814814814814814,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,1,591,1456,2012,3772938.0,46857404.0
Italy,France,1,2,2012-11-14 20:50:00,54,51,81,98,0.5328947368421053,0.6666666666666666,23,29,0.4259259259259259,0.5686274509803921,23,29,0.3888888888888889,0.17647058823529413,10,13,0.1851851851851852,0.2549019607843137,0,0,0.0,0.0,0,0,0.0,0.0,3,3,1.0,1.0,12,14,977,964,2012,59733836.0,63639872.0
Poland,Uruguay,1,3,2012-11-14 20:45:00,39,17,77,24,0.652542372881356,0.5454545454545454,23,8,0.5897435897435898,0.4705882352941176,23,8,0.2307692307692308,0.17647058823529413,7,6,0.1794871794871795,0.35294117647058826,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,62,2,518,1292,2012,38317404.0,3396777.0
Ireland,Greece,0,1,2012-11-14 20:45:00,20,21,27,37,0.5094339622641509,0.5522388059701493,7,11,0.35,0.5238095238095238,7,11,0.3,0.2857142857142857,7,4,0.35,0.19047619047619047,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,18,15,907,953,2012,4678117.0,11378257.0
Albania,Cameroon,0,0,2012-11-14 20:45:00,13,9,10,13,0.3125,0.43333333333333335,3,3,0.2307692307692308,0.3333333333333333,3,3,0.5384615384615384,0.5555555555555556,3,1,0.2307692307692308,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,79,64,451,515,2012,2920039.0,21082382.0
Gabon,Portugal,2,2,2012-11-14 20:30:00,7,50,4,94,0.3076923076923077,0.6438356164383562,1,29,0.14285714285714285,0.58,1,29,0.42857142857142855,0.26,3,8,0.42857142857142855,0.16,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,49,10,586,996,2012,1756817.0,10581821.0
Hungary,Norway,0,2,2012-11-14 20:30:00,39,39,72,51,0.5714285714285714,0.4636363636363636,14,10,0.35897435897435903,0.2564102564102564,14,10,0.2564102564102564,0.38461538461538464,15,14,0.38461538461538464,0.35897435897435903,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,31,26,735,787,2012,9869684.0,5012007.0
Netherlands,Germany,0,0,2012-11-14 20:30:00,31,46,44,103,0.4782608695652174,0.6280487804878049,11,26,0.3548387096774194,0.5652173913043478,11,26,0.5161290322580645,0.2826086956521739,4,7,0.12903225806451613,0.15217391304347827,0,3,0.0,1.0,3,0,1.0,0.0,0,0,0.0,0.0,4,3,1234,1288,2012,16789096.0,81066224.0
Sweden,England,4,2,2012-11-14 20:30:00,36,29,58,51,0.5686274509803921,0.6455696202531646,17,19,0.4722222222222222,0.6551724137931034,17,19,0.3333333333333333,0.206896551724138,7,4,0.19444444444444445,0.13793103448275862,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,17,6,910,1145,2012,9540907.0,53970275.519999996
Austria,Cote d'Ivoire,0,3,2012-11-14 20:30:00,30,6,55,5,0.5555555555555556,0.5555555555555556,15,2,0.5,0.3333333333333333,15,2,0.3,0.3333333333333333,6,2,0.2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,58,16,524,943,2012,8517548.0,21418604.0
Luxembourg,Scotland,1,2,2012-11-14 20:15:00,10,26,5,33,0.1724137931034483,0.4714285714285714,1,8,0.1,0.3076923076923077,1,8,0.8,0.4615384615384616,1,6,0.1,0.2307692307692308,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,121,41,283,611,2012,532387.0,5332777.224
Cape Verde,Ghana,0,1,2012-11-14 20:00:00,3,7,8,8,0.5,0.5714285714285714,1,2,0.3333333333333333,0.2857142857142857,1,2,0.6666666666666666,0.14285714285714285,0,4,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,77,25,457,818,2012,513979.0,25733048.0
Chile,Serbia,1,3,2012-11-14 20:00:00,18,43,32,65,0.4923076923076923,0.5327868852459017,8,17,0.4444444444444444,0.3953488372093023,8,17,0.3333333333333333,0.3488372093023256,4,11,0.2222222222222222,0.2558139534883721,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,34,994,725,2012,17309746.0,7199077.0
Morocco,Togo,0,1,2012-11-14 20:00:00,10,2,11,0,0.6470588235294118,0.0,5,0,0.5,0.0,5,0,0.3,1.0,2,0,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,70,98,491,343,2012,33333790.0,6859482.0
Romania,Belgium,2,1,2012-11-14 20:00:00,38,52,66,85,0.5689655172413793,0.4941860465116279,19,16,0.5,0.3076923076923077,19,16,0.2894736842105263,0.40384615384615385,8,15,0.21052631578947367,0.28846153846153844,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,52,54,572,564,2012,20171256.0,11083550.0
Turkey,Denmark,1,1,2012-11-14 20:00:00,64,35,100,60,0.5050505050505051,0.5660377358490566,22,19,0.34375,0.5428571428571428,22,19,0.390625,0.2857142857142857,17,6,0.265625,0.17142857142857146,0,0,0.0,0.0,0,0,0.0,0.0,4,4,1.0,1.0,33,9,732,1019,2012,74569864.0,5610660.0
Israel,Belarus,1,2,2012-11-14 19:35:00,35,26,57,28,0.5327102803738317,0.4117647058823529,15,6,0.42857142857142855,0.2307692307692308,15,6,0.3428571428571429,0.4615384615384616,8,8,0.2285714285714285,0.3076923076923077,3,0,1.0,0.0,0,3,0.0,1.0,0,0,0.0,0.0,81,69,427,497,2012,7699105.0,9471730.0
Niger,Senegal,1,1,2012-11-14 19:00:00,4,7,4,6,0.5714285714285714,0.6666666666666666,1,5,0.25,0.7142857142857143,1,5,0.25,0.14285714285714285,2,1,0.5,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,122,63,279,517,2012,17731634.0,13703513.0
South Africa,Zambia,0,1,2012-11-14 19:00:00,15,7,23,14,0.696969696969697,0.6086956521739131,7,3,0.4666666666666667,0.42857142857142855,7,3,0.2,0.2857142857142857,5,2,0.3333333333333333,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,68,43,499,601,2012,52998216.0,14699937.0
Russia,Slovakia,2,1,2012-11-14 19:00:00,30,49,60,60,0.6666666666666666,0.4651162790697674,15,13,0.5,0.2653061224489796,15,13,0.16666666666666666,0.42857142857142855,10,15,0.3333333333333333,0.30612244897959184,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,39,975,649,2012,143420592.0,5417070.0
Netherlands,Turkey,1,4,2012-11-14 19:00:00,30,63,43,96,0.4942528735632184,0.4974093264248705,11,21,0.3666666666666665,0.3333333333333333,11,21,0.5,0.3968253968253968,4,17,0.13333333333333333,0.2698412698412698,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,4,33,1234,732,2012,16789096.0,74569864.0
Liechtenstein,Malta,0,1,2012-11-14 19:00:00,7,11,6,16,0.21428571428571427,0.3636363636363637,1,6,0.14285714285714285,0.5454545454545454,1,6,0.8571428571428571,0.4545454545454545,0,0,0.0,0.0,0,3,0.0,1.0,3,0,1.0,0.0,0,0,0.0,0.0,148,147,177,195,2012,36545.0,420789.0
Belgium,Switzerland,1,1,2012-11-14 19:00:00,51,35,84,42,0.4941176470588236,0.4615384615384616,16,12,0.3137254901960784,0.3428571428571429,16,12,0.4117647058823529,0.4857142857142857,14,6,0.27450980392156865,0.17142857142857146,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,21,564,868,2012,11083550.0,8031670.0
Andorra,Iceland,0,2,2012-11-14 19:00:00,3,9,0,20,0.0,0.6060606060606061,0,4,0.0,0.4444444444444444,0,4,0.6666666666666666,0.4444444444444444,1,1,0.3333333333333333,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,199,131,15,248,2012,82431.0,325526.0
Tunisia,Switzerland,1,2,2012-11-14 18:15:00,11,34,22,40,0.6470588235294118,0.4545454545454545,5,11,0.4545454545454545,0.3235294117647059,5,11,0.2727272727272727,0.5,3,6,0.2727272727272727,0.17647058823529413,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,46,21,591,868,2012,10886668.0,8031670.0
Algeria,Bosnia and Herzegovina,0,1,2012-11-14 18:00:00,5,10,5,5,0.625,0.29411764705882354,2,2,0.4,0.2,2,2,0.4,0.7,1,1,0.2,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,32,29,734,756,2012,37565848.0,3648200.0
Angola,Congo,1,1,2012-11-14 18:00:00,9,6,19,4,0.6129032258064516,0.3076923076923077,6,0,0.6666666666666666,0.0,6,0,0.1111111111111111,0.5,2,3,0.2222222222222222,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,84,127,416,257,2012,25096150.0,4633363.0
Cyprus,Finland,0,3,2012-11-14 18:00:00,20,45,21,45,0.42857142857142855,0.3688524590163935,3,8,0.15,0.17777777777777778,3,8,0.4,0.5555555555555556,9,12,0.45,0.26666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,125,75,266,464,2012,1135062.0,5412980.0
Germany,Turkey,1,1,2012-11-14 18:00:00,44,62,101,95,0.6352201257861635,0.4973821989528796,26,21,0.5909090909090909,0.3387096774193548,26,21,0.2727272727272727,0.4032258064516129,6,16,0.13636363636363635,0.25806451612903225,0,1,0.0,0.5,1,0,0.5,0.0,1,1,0.5,0.5,3,33,1288,732,2012,81066224.0,74569864.0
Poland,Germany,2,1,2012-11-14 18:00:00,38,44,75,101,0.6521739130434783,0.6352201257861635,22,26,0.5789473684210527,0.5909090909090909,22,26,0.2368421052631579,0.2727272727272727,7,6,0.18421052631578946,0.13636363636363635,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,62,3,518,1288,2012,38317404.0,81066224.0
Portugal,Scotland,3,2,2012-11-14 18:00:00,48,25,89,31,0.644927536231884,0.476923076923077,27,8,0.5625,0.32,27,8,0.2708333333333333,0.44,8,6,0.16666666666666666,0.24,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,41,996,611,2012,10581821.0,5332777.224
Saudi Arabia,Argentina,0,0,2012-11-14 18:00:00,13,18,20,30,0.4761904761904762,0.5769230769230769,5,11,0.38461538461538464,0.6111111111111112,5,11,0.4615384615384616,0.2222222222222222,2,3,0.15384615384615385,0.16666666666666666,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,92,7,369,1137,2012,29086358.0,42096740.0
Portugal,Mali,2,1,2012-11-14 18:00:00,48,0,89,0,0.644927536231884,0.0,27,0,0.5625,0.0,27,0,0.2708333333333333,0.0,8,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10,43,996,601,2012,10581821.0,16006670.0
Czech Republic,Slovakia,3,0,2012-11-14 17:30:00,41,48,68,60,0.4963503649635037,0.4761904761904762,17,13,0.4146341463414634,0.2708333333333333,17,13,0.4146341463414634,0.4166666666666667,7,15,0.17073170731707318,0.3125,3,1,0.75,0.25,1,3,0.25,0.75,0,0,0.0,0.0,27,39,771,649,2012,10586755.0,5417070.0
Bulgaria,Ukraine,0,1,2012-11-14 17:00:00,22,58,11,91,0.3142857142857143,0.5321637426900585,5,26,0.2272727272727273,0.4482758620689655,5,26,0.5454545454545454,0.27586206896551724,5,16,0.2272727272727273,0.27586206896551724,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,90,52,373,572,2012,7310383.0,45349332.0
Israel,Belarus,2,0,2012-11-14 17:00:00,34,25,55,28,0.5238095238095238,0.42424242424242425,14,6,0.4117647058823529,0.24,14,6,0.35294117647058826,0.44,8,8,0.2352941176470588,0.32,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,81,69,427,497,2012,7699105.0,9471730.0
United Arab Emirates,Estonia,2,1,2012-11-14 16:30:00,29,23,48,15,0.5052631578947369,0.2272727272727273,13,6,0.4482758620689655,0.2608695652173913,13,6,0.4137931034482759,0.6086956521739131,4,3,0.13793103448275862,0.13043478260869565,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,119,57,284,528,2012,8900453.0,1324934.0
Congo,Burkina Faso,0,1,2012-11-14 16:30:00,5,4,4,4,0.3333333333333333,0.5714285714285714,0,1,0.0,0.25,0,1,0.4,0.25,3,2,0.6,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,127,86,257,407,2012,4633363.0,16571217.0
Rwanda,Namibia,2,2,2012-11-14 16:30:00,6,4,12,4,0.5454545454545454,0.8,3,1,0.5,0.25,3,1,0.16666666666666666,0.0,2,3,0.3333333333333333,0.75,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,119,134,284,246,2012,10788853.0,2263934.0
Russia,United States,2,2,2012-11-14 16:00:00,29,32,58,55,0.6744186046511628,0.5670103092783505,15,18,0.5172413793103449,0.5625,15,18,0.1724137931034483,0.3125,9,4,0.3103448275862069,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,28,975,767,2012,143420592.0,313335424.0
Armenia,Lithuania,4,2,2012-11-14 16:00:00,5,26,7,25,0.5384615384615384,0.4716981132075472,2,9,0.4,0.3461538461538461,2,9,0.6,0.38461538461538464,0,7,0.0,0.2692307692307692,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,51,88,579,380,2012,2881922.0,3037246.0
Bosnia and Herzegovina,Poland,0,0,2012-11-14 15:30:00,9,37,5,75,0.29411764705882354,0.6521739130434783,2,22,0.2222222222222222,0.5945945945945946,2,22,0.7777777777777778,0.2432432432432433,0,6,0.0,0.16216216216216214,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,29,62,756,518,2012,3648200.0,38317404.0
Kuwait,Bahrain,1,1,2012-11-14 15:30:00,17,13,11,16,0.3235294117647059,0.4848484848484849,5,5,0.29411764705882354,0.38461538461538464,5,5,0.4117647058823529,0.38461538461538464,5,3,0.29411764705882354,0.2307692307692308,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,87,95,383,359,2012,3395556.0,1300217.0
Czech Republic,Sweden,1,1,2012-11-14 15:15:00,40,35,67,57,0.4962962962962963,0.57,17,17,0.425,0.4857142857142857,17,17,0.425,0.3428571428571429,6,6,0.15,0.17142857142857146,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,27,17,771,910,2012,10586755.0,9540907.0
Georgia,Egypt,0,0,2012-11-14 15:00:00,27,21,49,35,0.5212765957446809,0.625,14,12,0.5185185185185185,0.5714285714285714,14,12,0.3333333333333333,0.2380952380952381,4,4,0.14814814814814814,0.19047619047619047,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,48,359,588,2012,4107719.25,87813256.0
Italy,Switzerland,4,1,2012-11-14 15:00:00,53,33,77,39,0.5238095238095238,0.4698795180722892,22,11,0.4150943396226415,0.3333333333333333,22,11,0.3962264150943397,0.4848484848484849,10,6,0.18867924528301888,0.18181818181818185,3,1,0.5,0.16666666666666666,1,3,0.16666666666666666,0.5,2,2,0.3333333333333333,0.3333333333333333,12,21,977,868,2012,59733836.0,8031670.0
Italy,Russia,1,1,2012-11-14 14:30:00,52,28,76,57,0.5241379310344828,0.6785714285714286,22,15,0.4230769230769231,0.5357142857142857,22,15,0.40384615384615385,0.17857142857142858,9,8,0.17307692307692307,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,12,13,977,975,2012,59733836.0,143420592.0
Tanzania,Kenya,1,0,2012-11-14 14:00:00,8,10,12,7,0.5454545454545454,0.2692307692307692,2,2,0.25,0.2,2,2,0.25,0.7,4,1,0.5,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,139,111,214,303,2012,49082996.0,43646628.0
Germany,France,3,0,2012-11-14 14:00:00,43,50,98,98,0.6282051282051282,0.6805555555555556,25,29,0.5813953488372093,0.58,25,29,0.2790697674418605,0.16,6,13,0.13953488372093026,0.26,2,0,0.5,0.0,0,2,0.0,0.5,2,2,0.5,0.5,3,14,1288,964,2012,81066224.0,63639872.0
Hungary,Montenegro,0,0,2012-11-14 14:00:00,38,23,72,21,0.5714285714285714,0.375,14,8,0.3684210526315789,0.3478260869565217,14,8,0.2631578947368421,0.4782608695652174,14,4,0.3684210526315789,0.17391304347826084,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,31,50,735,581,2012,9869684.0,626386.0
Malaysia,Hong Kong,1,1,2012-11-14 13:45:00,15,4,20,2,0.5882352941176471,0.2222222222222222,7,1,0.4666666666666667,0.25,7,1,0.26666666666666666,0.75,4,0,0.26666666666666666,0.0,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,154,158,151,142,2012,29170456.0,7106399.0
Greece,Austria,1,1,2012-11-14 13:30:00,20,29,36,54,0.5538461538461539,0.5567010309278351,11,15,0.55,0.5172413793103449,11,15,0.3,0.3103448275862069,3,5,0.15,0.1724137931034483,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,15,58,953,524,2012,11378257.0,8517548.0
Croatia,Slovenia,2,1,2012-11-14 13:00:00,21,27,36,43,0.6,0.4432989690721649,11,8,0.5238095238095238,0.2962962962962963,11,8,0.2380952380952381,0.3333333333333333,5,10,0.2380952380952381,0.3703703703703704,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,8,30,1053,742,2012,4296526.0,2060389.88
China,New Zealand,1,1,2012-11-14 12:30:00,15,6,13,8,0.3170731707317073,0.32,4,1,0.26666666666666666,0.16666666666666666,4,1,0.5333333333333333,0.6666666666666666,3,1,0.2,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,73,100,481,341,2012,1375198592.0,4467743.0
Turkey,Denmark,1,1,2012-11-14 12:30:00,62,34,95,59,0.4973821989528796,0.5673076923076923,21,19,0.3387096774193548,0.5588235294117647,21,19,0.4032258064516129,0.29411764705882354,16,5,0.25806451612903225,0.14705882352941174,0,0,0.0,0.0,0,0,0.0,0.0,3,3,1.0,1.0,33,9,732,1019,2012,74569864.0,5610660.0
Thailand,Bhutan,5,0,2012-11-14 12:05:00,12,3,12,1,0.3870967741935484,0.05882352941176471,3,0,0.25,0.0,3,0,0.6666666666666666,1.0,1,0,0.08333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,136,203,234,4,2012,67843976.0,752967.0
Moldova,Azerbaijan,1,1,2012-11-14 12:00:00,19,24,11,34,0.22448979591836726,0.5573770491803278,2,9,0.10526315789473684,0.375,2,9,0.5789473684210527,0.4166666666666667,6,5,0.3157894736842105,0.2083333333333333,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,140,112,212,300,2012,4073703.0,9264917.0
Germany,Italy,3,0,2012-11-14 11:00:00,42,51,95,76,0.6209150326797386,0.5352112676056338,24,22,0.5714285714285714,0.4313725490196079,24,22,0.2857142857142857,0.3921568627450979,6,9,0.14285714285714285,0.17647058823529413,3,1,0.6,0.2,1,3,0.2,0.6,1,1,0.2,0.2,3,12,1288,977,2012,81066224.0,59733836.0
South Korea,Australia,1,2,2012-11-14 11:00:00,13,16,24,30,0.6486486486486487,0.5172413793103449,8,7,0.6153846153846154,0.4375,8,7,0.2307692307692308,0.4375,2,2,0.15384615384615385,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,89,24,375,820,2012,49952244.0,22821850.0
England,Finland,1,0,2012-11-13 20:30:00,27,44,48,45,0.631578947368421,0.371900826446281,17,8,0.6296296296296297,0.18181818181818185,17,8,0.2222222222222222,0.5454545454545454,4,12,0.14814814814814814,0.2727272727272727,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,75,1145,464,2012,53970275.519999996,5412980.0
England,Northern Ireland,2,0,2012-11-13 20:30:00,27,26,48,30,0.631578947368421,0.3448275862068966,17,6,0.6296296296296297,0.2307692307692308,17,6,0.2222222222222222,0.5769230769230769,4,5,0.14814814814814814,0.19230769230769232,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,6,103,1145,336,2012,53970275.519999996,1863259.512
France,Ukraine,2,1,2012-11-13 20:30:00,49,57,96,90,0.6808510638297872,0.5357142857142857,28,26,0.5714285714285714,0.456140350877193,28,26,0.16326530612244894,0.2631578947368421,13,16,0.2653061224489796,0.2807017543859649,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,14,52,964,572,2012,63639872.0,45349332.0
Cyprus,Romania,1,1,2012-11-13 19:00:00,19,37,20,65,0.425531914893617,0.5701754385964912,3,19,0.15789473684210525,0.5135135135135135,3,19,0.42105263157894735,0.2972972972972973,8,7,0.42105263157894735,0.1891891891891892,0,1,0.0,0.5,1,0,0.5,0.0,1,1,0.5,0.5,125,52,266,572,2012,1135062.0,20171256.0
Italy,Spain,1,3,2012-11-13 18:30:00,50,26,75,51,0.5434782608695652,0.6986301369863014,22,16,0.44,0.6153846153846154,22,16,0.38,0.2307692307692308,9,4,0.18,0.15384615384615385,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,12,1,977,1456,2012,59733836.0,46857404.0
Switzerland,Ireland,1,0,2012-11-13 18:00:00,32,19,38,27,0.4634146341463415,0.5192307692307693,10,7,0.3125,0.3684210526315789,10,7,0.5,0.2631578947368421,6,7,0.1875,0.3684210526315789,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,21,18,868,907,2012,8031670.0,4678117.0
Poland,Northern Ireland,1,1,2012-11-10 12:00:00,38,25,75,29,0.646551724137931,0.3411764705882353,23,6,0.6052631578947368,0.24,23,6,0.2631578947368421,0.6,5,4,0.13157894736842105,0.16,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,62,103,518,336,2012,38317404.0,1863259.512
Paraguay,Brazil,3,5,2012-11-09 23:30:00,13,24,22,58,0.6285714285714286,0.651685393258427,8,17,0.6153846153846154,0.7083333333333334,8,17,0.15384615384615385,0.2083333333333333,3,2,0.2307692307692308,0.08333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22,5,833,1155,2012,6379219.0,200560992.0
Bahrain,Jordan,3,0,2012-11-08 16:30:00,12,12,13,11,0.43333333333333335,0.5789473684210527,4,3,0.3333333333333333,0.25,4,3,0.4166666666666667,0.25,3,6,0.25,0.5,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,95,80,359,429,2012,1300217.0,7992573.0
Cyprus,Poland,3,2,2012-11-08 13:45:00,19,37,18,73,0.4,0.6576576576576577,2,23,0.10526315789473684,0.6216216216216216,2,23,0.4736842105263158,0.2432432432432433,8,5,0.42105263157894735,0.13513513513513514,1,0,0.25,0.0,0,1,0.0,0.25,3,3,0.75,0.75,125,62,266,518,2012,1135062.0,38317404.0
Oman,Estonia,1,2,2012-11-08 12:30:00,13,22,18,13,0.5294117647058824,0.20634920634920634,4,5,0.3076923076923077,0.2272727272727273,4,5,0.3076923076923077,0.6363636363636364,5,3,0.38461538461538464,0.13636363636363635,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,97,57,349,528,2012,3464644.0,1324934.0
Germany,Czech Republic,2,2,2012-11-08 12:00:00,48,39,107,65,0.6294117647058823,0.4961832061068702,29,17,0.6041666666666666,0.4358974358974359,29,17,0.2708333333333333,0.4358974358974359,6,5,0.125,0.1282051282051282,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,1.0,3,27,1288,771,2012,81066224.0,10586755.0
Poland,Northern Ireland,2,0,2012-11-08 12:00:00,36,24,71,29,0.6513761467889908,0.3493975903614458,22,6,0.6111111111111112,0.25,22,6,0.25,0.5833333333333334,5,4,0.1388888888888889,0.16666666666666666,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,62,103,518,336,2012,38317404.0,1863259.512
Slovenia,Italy,0,7,2012-11-08 12:00:00,26,52,43,74,0.4777777777777778,0.5323741007194245,8,23,0.3076923076923077,0.4423076923076923,8,23,0.3076923076923077,0.38461538461538464,10,9,0.38461538461538464,0.17307692307692307,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,30,12,742,977,2012,2060389.88,59733836.0
Slovakia,Switzerland,1,3,2012-11-08 11:00:00,48,33,59,38,0.4758064516129033,0.4634146341463415,13,10,0.2708333333333333,0.30303030303030304,13,10,0.4166666666666667,0.4848484848484849,15,7,0.3125,0.21212121212121213,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,39,21,649,868,2012,5417070.0,8031670.0
Qatar,Iraq,2,1,2012-11-07 16:00:00,17,7,13,2,0.30952380952380953,0.13333333333333333,4,0,0.2352941176470588,0.0,4,0,0.5294117647058824,0.5714285714285714,4,3,0.2352941176470588,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,91,74,372,477,2012,2109568.0,32776570.0
Turkey,Germany,1,1,2012-11-07 13:00:00,61,47,94,106,0.4973544973544973,0.6309523809523809,21,29,0.3442622950819672,0.6170212765957447,21,29,0.4098360655737705,0.2765957446808511,15,5,0.2459016393442623,0.10638297872340426,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,33,3,732,1288,2012,74569864.0,81066224.0
Thailand,Malaysia,2,0,2012-11-07 12:00:00,11,15,10,21,0.3448275862068966,0.6176470588235294,2,7,0.18181818181818185,0.4666666666666667,2,7,0.7272727272727273,0.2,1,5,0.09090909090909093,0.3333333333333333,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,136,154,234,151,2012,67843976.0,29170456.0
Germany,Czech Republic,0,1,2012-11-06 18:00:00,46,38,106,64,0.6347305389221557,0.4923076923076923,29,16,0.6304347826086957,0.42105263157894735,29,16,0.2608695652173913,0.4473684210526316,5,5,0.10869565217391304,0.13157894736842105,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,3,27,1288,771,2012,81066224.0,10586755.0
Slovakia,Switzerland,0,2,2012-11-06 16:00:00,47,32,59,36,0.4836065573770492,0.45,13,9,0.2765957446808511,0.28125,13,9,0.40425531914893614,0.5,15,7,0.3191489361702128,0.21875,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,39,21,649,868,2012,5417070.0,8031670.0
Italy,Slovenia,3,0,2012-11-06 15:00:00,51,25,71,43,0.5220588235294118,0.4942528735632184,22,8,0.4313725490196079,0.32,22,8,0.3921568627450979,0.28,9,10,0.17647058823529413,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12,30,977,742,2012,59733836.0,2060389.88
