Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Iran,Tajikistan,6,1,2012-11-06 14:00:00,19,2,47,4,0.6266666666666667,0.4444444444444444,11,1,0.5789473684210527,0.5,11,1,0.21052631578947367,0.5,4,0,0.21052631578947367,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45,129,596,254,2012,76453568.0,7995062.0
Cyprus,Poland,3,0,2012-11-06 13:45:00,18,35,15,71,0.35714285714285715,0.6698113207547169,1,22,0.05555555555555555,0.6285714285714286,1,22,0.5,0.2285714285714285,8,5,0.4444444444444444,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,3,3,1.0,1.0,125,62,266,518,2012,1135062.0,38317404.0
Turkey,Germany,3,0,2012-11-05 13:00:00,60,45,91,106,0.489247311827957,0.6463414634146342,20,29,0.3333333333333333,0.6444444444444445,20,29,0.4166666666666667,0.24444444444444444,15,5,0.25,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,33,3,732,1288,2012,74569864.0,81066224.0
Portugal,France,1,1,2012-11-04 19:00:00,47,51,88,98,0.6470588235294118,0.6805555555555556,27,30,0.5744680851063829,0.5882352941176471,27,30,0.2765957446808511,0.17647058823529413,7,12,0.14893617021276595,0.2352941176470588,0,0,0.0,0.0,0,0,0.0,0.0,3,3,1.0,1.0,10,14,996,964,2012,10581821.0,63639872.0
Norway,Uruguay,1,2,2012-11-04 15:00:00,40,16,52,22,0.456140350877193,0.5365853658536586,10,7,0.25,0.4375,10,7,0.375,0.1875,15,6,0.375,0.375,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,2,787,1292,2012,5012007.0,3396777.0
France,Netherlands,1,0,2012-11-03 16:00:00,50,31,97,44,0.6783216783216783,0.5,29,11,0.58,0.3548387096774194,29,11,0.18,0.4516129032258064,12,6,0.24,0.1935483870967742,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,14,4,964,1234,2012,63639872.0,16789096.0
Croatia,Norway,2,1,2012-11-03 14:00:00,20,39,34,51,0.5964912280701754,0.4594594594594595,10,10,0.5,0.2564102564102564,10,10,0.25,0.35897435897435903,5,15,0.25,0.38461538461538464,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,8,26,1053,787,2012,4296526.0,5012007.0
Vietnam,Malaysia,1,0,2012-11-03 13:00:00,23,14,31,21,0.5081967213114754,0.6363636363636364,10,7,0.43478260869565216,0.5,10,7,0.39130434782608703,0.14285714285714285,4,5,0.17391304347826084,0.35714285714285715,1,0,0.3333333333333333,0.0,0,1,0.0,0.3333333333333333,2,2,0.6666666666666666,0.6666666666666666,98,154,343,151,2012,90451880.0,29170456.0
France,Norway,5,1,2012-11-02 19:00:00,49,38,92,50,0.6715328467153284,0.4761904761904762,28,10,0.5714285714285714,0.2631578947368421,28,10,0.1836734693877551,0.34210526315789475,12,15,0.24489795918367346,0.3947368421052632,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,14,26,964,787,2012,63639872.0,5012007.0
Uruguay,Portugal,0,4,2012-11-02 15:00:00,15,46,22,84,0.5945945945945946,0.6363636363636364,7,26,0.4666666666666667,0.5652173913043478,7,26,0.13333333333333333,0.2826086956521739,6,7,0.4,0.15217391304347827,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,10,1292,996,2012,3396777.0,10581821.0
Wales,England,0,1,2012-11-01 20:35:00,16,28,16,49,0.3018867924528302,0.6363636363636364,4,18,0.25,0.6428571428571429,4,18,0.6875,0.21428571428571427,1,4,0.0625,0.14285714285714285,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,38,6,658,1145,2012,3084015.744,53970275.519999996
France,Croatia,1,0,2012-11-01 16:00:00,48,19,91,34,0.6691176470588235,0.6071428571428571,27,10,0.5625,0.5263157894736842,27,10,0.1875,0.21052631578947367,12,5,0.25,0.2631578947368421,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,8,964,1053,2012,63639872.0,4296526.0
France,Romania,2,0,2012-11-01 15:00:00,47,38,89,67,0.6641791044776121,0.5726495726495726,26,19,0.5531914893617021,0.5,26,19,0.1914893617021277,0.2894736842105263,12,8,0.2553191489361702,0.21052631578947367,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,14,52,964,572,2012,63639872.0,20171256.0
Norway,Netherlands,1,6,2012-11-01 14:00:00,37,30,49,38,0.5,0.4691358024691358,10,10,0.2702702702702703,0.3333333333333333,10,10,0.32432432432432434,0.4666666666666667,15,6,0.40540540540540543,0.2,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,26,4,787,1234,2012,5012007.0,16789096.0
Ukraine,Switzerland,1,3,2012-11-01 12:00:00,57,31,92,33,0.5411764705882353,0.4342105263157895,26,8,0.456140350877193,0.25806451612903225,26,8,0.2456140350877193,0.5161290322580645,17,7,0.2982456140350877,0.2258064516129032,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,52,21,572,868,2012,45349332.0,8031670.0
Belgium,Austria,1,2,2012-11-01 11:00:00,53,30,94,54,0.5222222222222223,0.5454545454545454,18,15,0.33962264150943394,0.5,18,15,0.3962264150943397,0.3333333333333333,14,5,0.2641509433962264,0.16666666666666666,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,54,58,564,524,2012,11083550.0,8517548.0
Moldova,Romania,0,0,2012-11-01 10:00:00,19,37,11,67,0.215686274509804,0.5726495726495726,2,19,0.10526315789473684,0.5135135135135135,2,19,0.631578947368421,0.2972972972972973,5,7,0.2631578947368421,0.1891891891891892,0,1,0.0,0.3333333333333333,1,0,0.3333333333333333,0.0,2,2,0.6666666666666666,0.6666666666666666,140,52,212,572,2012,4073703.0,20171256.0
France,Uruguay,4,0,2012-10-31 19:00:00,46,14,85,22,0.6538461538461539,0.6666666666666666,25,7,0.5434782608695652,0.5,25,7,0.1956521739130435,0.07142857142857142,12,6,0.2608695652173913,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,14,2,964,1292,2012,63639872.0,3396777.0
Portugal,Norway,1,2,2012-10-31 15:00:00,45,36,83,47,0.6434108527131783,0.4947368421052632,26,9,0.5777777777777777,0.25,26,9,0.26666666666666666,0.3333333333333333,7,15,0.15555555555555556,0.4166666666666667,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,10,26,996,787,2012,10581821.0,5012007.0
Belgium,Austria,3,2,2012-10-30 19:00:00,52,29,91,52,0.52,0.5531914893617021,17,15,0.3269230769230769,0.5172413793103449,17,15,0.40384615384615385,0.3103448275862069,14,5,0.2692307692307692,0.1724137931034483,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,54,58,564,524,2012,11083550.0,8517548.0
France,Romania,1,0,2012-10-30 18:05:00,45,36,84,67,0.6511627906976745,0.5775862068965517,24,19,0.5333333333333333,0.5277777777777778,24,19,0.2,0.2777777777777778,12,7,0.26666666666666666,0.19444444444444445,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,52,964,572,2012,63639872.0,20171256.0
Netherlands,Croatia,1,1,2012-10-30 16:00:00,29,18,37,33,0.4683544303797468,0.6111111111111112,10,10,0.3448275862068966,0.5555555555555556,10,10,0.4827586206896552,0.2222222222222222,5,4,0.1724137931034483,0.2222222222222222,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,8,1234,1053,2012,16789096.0,4296526.0
Ukraine,Switzerland,1,1,2012-10-30 15:00:00,56,30,91,32,0.5416666666666666,0.4324324324324325,26,8,0.4642857142857143,0.26666666666666666,26,8,0.25,0.5333333333333333,16,6,0.2857142857142857,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,52,21,572,868,2012,45349332.0,8031670.0
France,Norway,3,0,2012-10-30 14:00:00,44,35,81,47,0.6428571428571429,0.5108695652173914,23,9,0.5227272727272727,0.2571428571428571,23,9,0.20454545454545456,0.3142857142857143,12,15,0.2727272727272727,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,26,964,787,2012,63639872.0,5012007.0
Moldova,Romania,1,3,2012-10-30 14:00:00,18,35,10,64,0.2127659574468085,0.5714285714285714,2,18,0.1111111111111111,0.5142857142857142,2,18,0.6111111111111112,0.2857142857142857,5,7,0.2777777777777778,0.2,0,1,0.0,0.5,1,0,0.5,0.0,1,1,0.5,0.5,140,52,212,572,2012,4073703.0,20171256.0
Vietnam,South Korea,1,1,2012-10-28 13:00:00,22,12,30,23,0.5084745762711864,0.6571428571428571,10,8,0.4545454545454545,0.6666666666666666,10,8,0.4090909090909091,0.25,3,1,0.13636363636363635,0.08333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,98,89,343,375,2012,90451880.0,49952244.0
Laos,Turkmenistan,2,4,2012-10-28 10:30:00,11,4,16,4,0.4444444444444444,0.2857142857142857,5,2,0.4545454545454545,0.5,5,2,0.5454545454545454,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,172,138,96,219,2012,6415169.0,5267839.0
Scotland,Northern Ireland,1,2,2012-10-26 20:35:00,26,25,33,29,0.4852941176470588,0.3372093023255814,9,6,0.3461538461538461,0.24,9,6,0.4230769230769231,0.6,6,4,0.2307692307692308,0.16,0,1,0.0,0.5,1,0,0.5,0.0,1,1,0.5,0.5,41,103,611,336,2012,5332777.224,1863259.512
Vietnam,Laos,4,0,2012-10-26 14:00:00,22,10,27,16,0.4655172413793103,0.5,9,5,0.4090909090909091,0.5,9,5,0.4545454545454545,0.5,3,0,0.13636363636363635,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,98,172,343,96,2012,90451880.0,6415169.0
South Korea,Turkmenistan,4,0,2012-10-26 11:30:00,11,3,19,4,0.6129032258064516,0.4,7,2,0.6363636363636364,0.6666666666666666,7,2,0.2727272727272727,0.3333333333333333,1,0,0.09090909090909093,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,89,138,375,219,2012,49952244.0,5267839.0
Argentina,United States,3,1,2012-10-26 00:00:00,17,34,27,58,0.5625,0.5742574257425742,10,19,0.5882352941176471,0.5588235294117647,10,19,0.2352941176470588,0.3235294117647059,3,4,0.17647058823529413,0.1176470588235294,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,28,1137,767,2012,42096740.0,313335424.0
Chile,Panama,1,0,2012-10-25 22:00:00,17,11,31,10,0.484375,0.3703703703703704,7,4,0.4117647058823529,0.3636363636363637,7,4,0.35294117647058826,0.5454545454545454,4,1,0.2352941176470588,0.09090909090909093,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,46,994,591,2012,17309746.0,3772938.0
United Arab Emirates,Jordan,2,1,2012-10-25 15:00:00,28,11,46,10,0.5,0.625,12,3,0.42857142857142855,0.2727272727272727,12,3,0.42857142857142855,0.18181818181818185,4,6,0.14285714285714285,0.5454545454545454,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,119,80,284,429,2012,8900453.0,7992573.0
Cyprus,Hungary,2,4,2012-10-25 09:00:00,17,39,13,75,0.3611111111111111,0.5859375,1,15,0.05882352941176471,0.38461538461538464,1,15,0.4705882352941176,0.2564102564102564,8,14,0.4705882352941176,0.35897435897435903,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,125,31,266,735,2012,1135062.0,9869684.0
England,Italy,2,0,2012-10-24 20:30:00,28,51,51,74,0.6455696202531646,0.5362318840579711,18,23,0.6428571428571429,0.4509803921568628,18,23,0.21428571428571427,0.3725490196078432,4,9,0.14285714285714285,0.17647058823529413,1,0,0.3333333333333333,0.0,0,1,0.0,0.3333333333333333,2,2,0.6666666666666666,0.6666666666666666,6,12,1145,977,2012,53970275.519999996,59733836.0
Vietnam,Turkmenistan,0,1,2012-10-24 14:00:00,21,2,27,3,0.4736842105263158,0.3333333333333333,9,1,0.42857142857142855,0.5,9,1,0.42857142857142855,0.5,3,0,0.14285714285714285,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,98,138,343,219,2012,90451880.0,5267839.0
United States,Chile,5,1,2012-10-23 22:50:00,34,16,53,30,0.5408163265306123,0.5172413793103449,18,7,0.5294117647058824,0.4375,18,7,0.35294117647058826,0.3125,4,4,0.1176470588235294,0.25,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,28,11,767,994,2012,313335424.0,17309746.0
Argentina,Panama,2,0,2012-10-23 20:40:00,16,10,25,10,0.5434782608695652,0.4,9,4,0.5625,0.4,9,4,0.25,0.5,3,1,0.1875,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,46,1137,591,2012,42096740.0,3772938.0
United Arab Emirates,Iraq,2,1,2012-10-23 17:00:00,27,7,44,2,0.4943820224719101,0.15384615384615385,11,1,0.4074074074074074,0.14285714285714285,11,1,0.4444444444444444,0.42857142857142855,4,3,0.14814814814814814,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,119,74,284,477,2012,8900453.0,32776570.0
Cyprus,Hungary,3,3,2012-10-23 14:00:00,16,38,10,72,0.3333333333333333,0.5901639344262295,1,15,0.0625,0.3947368421052632,1,15,0.5,0.2631578947368421,7,13,0.4375,0.34210526315789475,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,125,31,266,735,2012,1135062.0,9869684.0
United Arab Emirates,Saudi Arabia,2,1,2012-10-21 15:00:00,26,14,42,22,0.4883720930232558,0.5116279069767442,10,6,0.38461538461538464,0.42857142857142855,10,6,0.4615384615384616,0.35714285714285715,4,3,0.15384615384615385,0.21428571428571427,0,2,0.0,0.6666666666666666,2,0,0.6666666666666666,0.0,1,1,0.3333333333333333,0.3333333333333333,119,92,284,369,2012,8900453.0,29086358.0
Vietnam,Malaysia,0,1,2012-10-21 13:15:00,22,14,29,21,0.4833333333333333,0.6176470588235294,9,6,0.4090909090909091,0.42857142857142855,9,6,0.3636363636363637,0.14285714285714285,5,6,0.2272727272727273,0.42857142857142855,1,0,0.3333333333333333,0.0,0,1,0.0,0.3333333333333333,2,2,0.6666666666666666,0.6666666666666666,98,154,343,151,2012,90451880.0,29170456.0
Malaysia,Thailand,1,0,2012-10-19 10:30:00,14,11,21,12,0.5675675675675675,0.3870967741935484,5,3,0.35714285714285715,0.2727272727272727,5,3,0.21428571428571427,0.6363636363636364,6,1,0.42857142857142855,0.09090909090909093,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,154,136,151,234,2012,29170456.0,67843976.0
Czech Republic,Switzerland,2,1,2012-10-18 15:00:00,37,30,62,33,0.4881889763779528,0.42857142857142855,15,8,0.40540540540540543,0.26666666666666666,15,8,0.4594594594594595,0.5333333333333333,5,6,0.13513513513513514,0.2,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,27,21,771,868,2012,10586755.0,8031670.0
Denmark,Ukraine,3,0,2012-10-18 15:00:00,40,58,60,100,0.5309734513274337,0.5681818181818182,21,29,0.525,0.5,21,29,0.35,0.2241379310344828,5,16,0.125,0.27586206896551724,1,2,0.2,0.4,2,1,0.4,0.2,2,2,0.4,0.4,9,52,1019,572,2012,5610660.0,45349332.0
Vietnam,Thailand,2,0,2012-10-17 13:00:00,22,10,32,12,0.5079365079365079,0.4137931034482759,9,3,0.4090909090909091,0.3,9,3,0.3636363636363637,0.6,5,1,0.2272727272727273,0.1,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,98,136,343,234,2012,90451880.0,67843976.0
Colombia,Cameroon,3,0,2012-10-17 00:00:00,7,10,9,17,0.5,0.5151515151515151,1,4,0.14285714285714285,0.4,1,4,0.2857142857142857,0.4,4,2,0.5714285714285714,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,20,64,880,515,2012,46881476.0,21082382.0
Wales,Turkey,0,5,2012-10-16 19:00:00,16,61,16,94,0.3076923076923077,0.4921465968586388,4,21,0.25,0.3442622950819672,4,21,0.6875,0.4098360655737705,1,15,0.0625,0.2459016393442623,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,38,33,658,732,2012,3084015.744,74569864.0
Denmark,Ukraine,1,1,2012-10-16 18:30:00,39,57,59,99,0.5315315315315315,0.5689655172413793,21,29,0.5384615384615384,0.5087719298245614,21,29,0.35897435897435903,0.2280701754385965,4,15,0.10256410256410256,0.2631578947368421,1,2,0.25,0.5,2,1,0.5,0.25,1,1,0.25,0.25,9,52,1019,572,2012,5610660.0,45349332.0
Egypt,Tunisia,0,1,2012-10-16 18:00:00,22,11,36,21,0.5901639344262295,0.6176470588235294,12,4,0.5454545454545454,0.3636363636363637,12,4,0.2727272727272727,0.3636363636363637,4,3,0.18181818181818185,0.2727272727272727,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,48,46,588,591,2012,87813256.0,10886668.0
Kenya,South Africa,1,2,2012-10-16 18:00:00,9,17,6,23,0.2608695652173913,0.6388888888888888,2,6,0.2222222222222222,0.35294117647058826,2,6,0.6666666666666666,0.2352941176470588,1,7,0.1111111111111111,0.4117647058823529,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,111,68,303,499,2012,43646628.0,52998216.0
Kuwait,Philippines,2,1,2012-10-16 17:50:00,18,13,9,13,0.2647058823529412,0.3939393939393939,4,3,0.2222222222222222,0.2307692307692308,4,3,0.5,0.38461538461538464,5,5,0.2777777777777778,0.38461538461538464,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,87,149,383,164,2012,3395556.0,96866640.0
Denmark,Serbia,1,2,2012-10-16 17:00:00,38,45,58,67,0.5370370370370371,0.5317460317460317,21,18,0.5526315789473685,0.4,21,18,0.34210526315789475,0.3555555555555556,4,11,0.10526315789473684,0.24444444444444444,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,34,1019,725,2012,5610660.0,7199077.0
Lithuania,Turkey,1,0,2012-10-16 17:00:00,26,60,25,94,0.4716981132075472,0.4947368421052632,9,21,0.3461538461538461,0.35,9,21,0.38461538461538464,0.4,7,15,0.2692307692307692,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,88,33,380,732,2012,3037246.0,74569864.0
United States,Azerbaijan,3,2,2012-10-16 17:00:00,33,26,50,34,0.5376344086021505,0.5483870967741935,17,10,0.5151515151515151,0.38461538461538464,17,10,0.3636363636363637,0.4230769230769231,4,5,0.12121212121212124,0.19230769230769232,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28,112,767,300,2012,313335424.0,9264917.0
Bahrain,United Arab Emirates,2,6,2012-10-16 16:35:00,12,25,12,36,0.5217391304347826,0.4615384615384616,5,9,0.4166666666666667,0.36,5,9,0.3333333333333333,0.48,3,4,0.25,0.16,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,119,359,284,2012,1300217.0,8900453.0
Estonia,Norway,2,0,2012-10-16 16:30:00,21,35,11,47,0.18032786885245905,0.5222222222222223,4,9,0.19047619047619047,0.2571428571428571,4,9,0.6666666666666666,0.2857142857142857,3,16,0.14285714285714285,0.4571428571428571,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,57,26,528,787,2012,1324934.0,5012007.0
Lebanon,Yemen,2,1,2012-10-16 16:30:00,4,4,5,5,0.4545454545454545,0.4166666666666667,2,1,0.5,0.25,2,1,0.5,0.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,143,159,207,141,2012,4916404.0,24909968.0
Georgia,Denmark,0,2,2012-10-16 15:30:00,28,37,51,56,0.4951456310679612,0.5283018867924528,15,20,0.5357142857142857,0.5405405405405406,15,20,0.32142857142857145,0.35135135135135137,4,4,0.14285714285714285,0.10810810810810813,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,95,9,359,1019,2012,4107719.25,5610660.0
Japan,Brazil,0,4,2012-10-16 14:10:00,38,23,66,54,0.5365853658536586,0.6352941176470588,19,16,0.5,0.6956521739130435,19,16,0.3157894736842105,0.21739130434782608,7,2,0.18421052631578946,0.08695652173913042,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,23,5,822,1155,2012,128426384.0,200560992.0
Vietnam,Indonesia,0,0,2012-10-16 14:00:00,21,8,32,13,0.5079365079365079,0.6190476190476191,9,3,0.42857142857142855,0.375,9,3,0.3809523809523809,0.25,4,3,0.19047619047619047,0.375,0,0,0.0,0.0,0,0,0.0,0.0,2,2,1.0,1.0,98,151,343,159,2012,90451880.0,248883232.0
Hong Kong,Malaysia,0,3,2012-10-16 14:00:00,3,13,2,18,0.3333333333333333,0.5294117647058824,1,4,0.3333333333333333,0.3076923076923077,1,4,0.6666666666666666,0.2307692307692308,0,6,0.0,0.4615384615384616,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,158,154,142,151,2012,7106399.0,29170456.0
Finland,Bulgaria,3,0,2012-10-16 14:00:00,43,23,42,12,0.3559322033898305,0.3333333333333333,7,5,0.16279069767441862,0.21739130434782608,7,5,0.5581395348837209,0.5652173913043478,12,5,0.2790697674418605,0.21739130434782608,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,75,90,464,373,2012,5412980.0,7310383.0
Singapore,India,2,0,2012-10-16 13:45:00,11,13,9,26,0.32142857142857145,0.5531914893617021,1,7,0.09090909090909093,0.5384615384615384,1,7,0.4545454545454545,0.2307692307692308,5,3,0.4545454545454545,0.2307692307692308,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,157,164,143,121,2012,5270958.0,1263065856.0
Portugal,Ukraine,0,1,2012-10-15 19:00:00,45,56,83,98,0.6484375,0.5664739884393064,26,28,0.5777777777777777,0.5,26,28,0.24444444444444444,0.23214285714285715,8,15,0.17777777777777778,0.26785714285714285,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,10,52,996,572,2012,10581821.0,45349332.0
Austria,Hungary,3,1,2012-10-15 18:30:00,28,37,49,71,0.5444444444444444,0.6016949152542372,14,15,0.5,0.40540540540540543,14,15,0.32142857142857145,0.2432432432432433,5,13,0.17857142857142858,0.35135135135135137,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,58,31,524,735,2012,8517548.0,9869684.0
Netherlands,Austria,0,2,2012-10-15 18:00:00,30,27,38,47,0.4691358024691358,0.5340909090909091,11,13,0.3666666666666665,0.4814814814814815,11,13,0.4666666666666667,0.3333333333333333,5,5,0.16666666666666666,0.1851851851851852,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,58,1234,524,2012,16789096.0,8517548.0
Netherlands,Norway,2,4,2012-10-15 18:00:00,30,34,38,43,0.4691358024691358,0.5119047619047619,11,8,0.3666666666666665,0.2352941176470588,11,8,0.4666666666666667,0.29411764705882354,5,16,0.16666666666666666,0.4705882352941176,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,4,26,1234,787,2012,16789096.0,5012007.0
Scotland,Canada,2,0,2012-10-15 17:00:00,25,10,31,9,0.4696969696969697,0.4090909090909091,8,3,0.32,0.3,8,3,0.44,0.5,6,2,0.24,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,41,77,611,457,2012,5332777.224,34900704.0
Finland,Lithuania,1,0,2012-10-15 13:00:00,42,25,41,25,0.3504273504273504,0.4807692307692308,6,9,0.14285714285714285,0.36,6,9,0.5714285714285714,0.36,12,7,0.2857142857142857,0.28,0,1,0.0,0.3333333333333333,1,0,0.3333333333333333,0.0,2,2,0.6666666666666666,0.6666666666666666,75,88,464,380,2012,5412980.0,3037246.0
Singapore,Thailand,0,0,2012-10-15 10:30:00,10,10,9,13,0.32142857142857145,0.41935483870967744,1,3,0.1,0.3,1,3,0.5,0.6,4,1,0.4,0.1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,157,136,143,234,2012,5270958.0,67843976.0
Saudi Arabia,Congo,3,2,2012-10-14 19:00:00,14,4,21,2,0.525,0.2857142857142857,6,0,0.42857142857142855,0.0,6,0,0.35714285714285715,0.25,3,3,0.21428571428571427,0.75,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,92,127,369,257,2012,29086358.0,4633363.0
Israel,Belgium,4,1,2012-10-14 17:30:00,36,55,56,94,0.5233644859813084,0.5340909090909091,15,19,0.4166666666666667,0.34545454545454546,15,19,0.3611111111111111,0.4,8,14,0.2222222222222222,0.2545454545454545,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,81,54,427,564,2012,7699105.0,11083550.0
Finland,Bulgaria,0,0,2012-10-14 14:00:00,41,22,41,12,0.3504273504273504,0.3333333333333333,6,5,0.14634146341463414,0.2272727272727273,6,5,0.5853658536585366,0.5909090909090909,11,4,0.2682926829268293,0.18181818181818185,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75,90,464,373,2012,5412980.0,7310383.0
Portugal,Australia,4,1,2012-10-14 12:00:00,44,15,79,29,0.6422764227642277,0.5471698113207547,25,7,0.5681818181818182,0.4666666666666667,25,7,0.25,0.4,8,2,0.18181818181818185,0.13333333333333333,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,10,24,996,820,2012,10581821.0,22821850.0
United Arab Emirates,Vietnam,3,1,2012-10-14 10:00:00,24,20,33,31,0.4459459459459459,0.5254237288135594,8,9,0.3333333333333333,0.45,8,9,0.5,0.35,4,4,0.16666666666666666,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,119,98,284,343,2012,8900453.0,90451880.0
Chile,Argentina,1,2,2012-10-14 00:00:00,15,15,29,23,0.5272727272727272,0.5348837209302325,7,8,0.4666666666666667,0.5333333333333333,7,8,0.26666666666666666,0.26666666666666666,4,3,0.26666666666666666,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,7,994,1137,2012,17309746.0,42096740.0
Mexico,Colombia,2,1,2012-10-13 21:30:00,28,6,52,8,0.6341463414634146,0.5333333333333333,14,1,0.5,0.16666666666666666,14,1,0.35714285714285715,0.16666666666666666,4,4,0.14285714285714285,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,19,20,889,880,2012,120828304.0,46881476.0
Namibia,Rwanda,0,0,2012-10-13 17:00:00,3,5,4,12,0.8,0.5454545454545454,1,3,0.3333333333333333,0.6,1,3,0.0,0.2,2,1,0.6666666666666666,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,134,119,246,284,2012,2263934.0,10788853.0
