Team1,Team2,Score1,Score2,Date/Time
Poland,Armenia,1,0,1999-03-03 00:00:00
Romania,Estonia,2,0,1999-03-03 00:00:00
Argentina,Mexico,1,0,1999-02-10 00:00:00
Croatia,Denmark,0,1,1999-02-10 00:00:00
England,France,0,2,1999-02-10 00:00:00
Ireland,Paraguay,2,0,1999-02-10 00:00:00
Italy,Norway,0,0,1999-02-10 00:00:00
Poland,Finland,1,1,1999-02-10 00:00:00
Portugal,Netherlands,0,0,1999-02-10 00:00:00
Tunisia,Sweden,0,1,1999-02-10 00:00:00
Belgium,Czech Republic,0,1,1999-02-09 00:00:00
Germany,Colombia,3,3,1999-02-09 00:00:00
Israel,Belarus,2,1,1999-02-09 00:00:00
United States,Germany,3,0,1999-02-06 00:00:00
France,Morocco,1,0,1999-01-20 00:00:00
Israel,Norway,0,1,1999-01-20 00:00:00
Greece,Serbia and Montenegro,1,1,2000-12-13 00:00:00
Albania,Malta,3,0,2000-11-15 00:00:00
Denmark,Germany,2,1,2000-11-15 00:00:00
Greece,Slovakia,0,2,2000-11-15 00:00:00
Ireland,Finland,3,0,2000-11-15 00:00:00
Italy,England,1,0,2000-11-15 00:00:00
Poland,Iceland,1,0,2000-11-15 00:00:00
Portugal,Israel,2,1,2000-11-15 00:00:00
Romania,Serbia and Montenegro,2,1,2000-11-15 00:00:00
Scotland,Australia,0,2,2000-11-15 00:00:00
Spain,Netherlands,1,2,2000-11-15 00:00:00
Tunisia,Switzerland,1,1,2000-11-15 00:00:00
Turkey,France,0,4,2000-11-15 00:00:00
Algeria,Bulgaria,1,2,2000-11-14 00:00:00
United States,Mexico,2,0,2000-10-25 00:00:00
South Africa,France,0,0,2000-10-07 00:00:00
France,Cameroon,1,1,2000-10-04 00:00:00
France,England,1,1,2000-09-02 00:00:00
Bosnia and Herzegovina,Turkey,2,0,2000-08-16 00:00:00
Bulgaria,Belgium,1,3,2000-08-16 00:00:00
Czech Republic,Slovenia,0,1,2000-08-16 00:00:00
Finland,Norway,3,1,2000-08-16 00:00:00
Germany,Spain,4,1,2000-08-16 00:00:00
Hungary,Austria,1,1,2000-08-16 00:00:00
Iceland,Sweden,2,1,2000-08-16 00:00:00
Iran,Georgia,2,1,2000-08-16 00:00:00
Japan,United Arab Emirates,3,1,2000-08-16 00:00:00
Northern Ireland,Serbia and Montenegro,1,2,2000-08-16 00:00:00
Portugal,Lithuania,5,1,2000-08-16 00:00:00
Romania,Poland,1,1,2000-08-16 00:00:00
Russia,Israel,1,0,2000-08-16 00:00:00
Slovakia,Croatia,1,1,2000-08-16 00:00:00
Switzerland,Greece,2,2,2000-08-16 00:00:00
South Africa,Zimbabwe,0,1,2000-07-29 00:00:00
China,South Korea,0,1,2000-07-28 00:00:00
Iceland,Malta,5,0,2000-07-27 00:00:00
Australia,Paraguay,2,1,2000-06-14 00:00:00
Estonia,Georgia,1,0,2000-06-11 00:00:00
Germany,Liechtenstein,8,2,2000-06-07 00:00:00
Luxembourg,Spain,0,1,2000-06-07 00:00:00
Estonia,Belarus,2,0,2000-06-04 00:00:00
Moldova,Russia,0,1,2000-06-04 00:00:00
Netherlands,Poland,3,1,2000-06-04 00:00:00
Denmark,Belgium,2,2,2000-06-03 00:00:00
Germany,Czech Republic,3,2,2000-06-03 00:00:00
Hungary,Israel,2,1,2000-06-03 00:00:00
Malta,England,1,2,2000-06-03 00:00:00
Norway,Italy,1,0,2000-06-03 00:00:00
Romania,Greece,2,1,2000-06-03 00:00:00
Slovenia,Saudi Arabia,2,0,2000-06-03 00:00:00
Sweden,Spain,1,1,2000-06-03 00:00:00
Portugal,Wales,3,0,2000-06-02 00:00:00
England,Ukraine,2,0,2000-05-31 00:00:00
Hungary,Saudi Arabia,2,2,2000-05-31 00:00:00
Russia,Slovakia,1,1,2000-05-31 00:00:00
Ireland,Scotland,1,2,2000-05-30 00:00:00
Croatia,France,0,2,2000-05-28 00:00:00
Malta,South Africa,0,1,2000-05-28 00:00:00
England,Brazil,1,1,2000-05-27 00:00:00
Netherlands,Romania,2,1,2000-05-27 00:00:00
Norway,Slovakia,2,0,2000-05-27 00:00:00
South Korea,Serbia and Montenegro,0,0,2000-05-27 00:00:00
China,Serbia and Montenegro,0,2,2000-05-25 00:00:00
Slovakia,Saudi Arabia,1,1,2000-05-24 00:00:00
Wales,Brazil,0,3,2000-05-23 00:00:00
South Africa,Mauritius,3,0,2000-04-29 00:00:00
Andorra,Belarus,2,0,2000-04-26 00:00:00
Austria,Croatia,1,2,2000-04-26 00:00:00
Bulgaria,Ukraine,0,1,2000-04-26 00:00:00
Czech Republic,Israel,4,1,2000-04-26 00:00:00
Denmark,Sweden,0,1,2000-04-26 00:00:00
France,Slovenia,3,2,2000-04-26 00:00:00
Germany,Switzerland,1,1,2000-04-26 00:00:00
Ireland,Greece,0,1,2000-04-26 00:00:00
Italy,Portugal,2,0,2000-04-26 00:00:00
Luxembourg,Estonia,1,1,2000-04-26 00:00:00
Netherlands,Scotland,0,0,2000-04-26 00:00:00
Northern Ireland,Hungary,0,1,2000-04-26 00:00:00
Norway,Belgium,0,2,2000-04-26 00:00:00
Poland,Finland,0,0,2000-04-26 00:00:00
Romania,Cyprus,2,0,2000-04-26 00:00:00
Russia,United States,2,0,2000-04-26 00:00:00
South Korea,Japan,1,0,2000-04-25 00:00:00
Austria,Sweden,1,1,2000-03-29 00:00:00
Belgium,Netherlands,2,2,2000-03-29 00:00:00
Bulgaria,Belarus,4,1,2000-03-29 00:00:00
Croatia,Germany,1,1,2000-03-29 00:00:00
Czech Republic,Australia,3,1,2000-03-29 00:00:00
Greece,Romania,2,0,2000-03-29 00:00:00
Hungary,Poland,0,0,2000-03-29 00:00:00
Israel,Georgia,1,1,2000-03-29 00:00:00
Portugal,Denmark,2,1,2000-03-29 00:00:00
Scotland,France,0,2,2000-03-29 00:00:00
Serbia and Montenegro,China,1,0,2000-03-29 00:00:00
Spain,Italy,2,0,2000-03-29 00:00:00
Switzerland,Norway,2,2,2000-03-29 00:00:00
Wales,Finland,1,2,2000-03-29 00:00:00
Malta,Northern Ireland,0,3,2000-03-28 00:00:00
Belgium,Portugal,1,1,2000-02-23 00:00:00
Croatia,Spain,0,0,2000-02-23 00:00:00
England,Argentina,0,0,2000-02-23 00:00:00
France,Poland,1,0,2000-02-23 00:00:00
Greece,Austria,4,1,2000-02-23 00:00:00
Hungary,Australia,0,3,2000-02-23 00:00:00
Ireland,Czech Republic,3,2,2000-02-23 00:00:00
Israel,Russia,4,1,2000-02-23 00:00:00
Italy,Sweden,1,0,2000-02-23 00:00:00
Luxembourg,Northern Ireland,1,3,2000-02-23 00:00:00
Netherlands,Germany,2,1,2000-02-23 00:00:00
Qatar,Wales,0,1,2000-02-23 00:00:00
Turkey,Norway,0,2,2000-02-23 00:00:00
Chile,Australia,2,1,2000-02-09 00:00:00
Costa Rica,Chile,1,0,2000-02-02 00:00:00
Spain,Poland,3,0,2000-01-26 00:00:00
Mexico,Romania,3,1,2000-01-19 00:00:00
Iran,Ecuador,2,1,2000-01-12 00:00:00
Mexico,Guatemala,1,1,2000-01-12 00:00:00
Mexico,Iran,2,1,2000-01-09 00:00:00
South Korea,United States,1,0,2001-12-09 11:00:00
Portugal,Angola,5,1,2001-11-14 22:00:00
Spain,Mexico,1,0,2001-11-14 21:30:00
Estonia,Kazakhstan,0,0,2001-11-14 18:30:00
Poland,Cameroon,0,0,2001-11-14 18:00:00
Greece,Cyprus,1,2,2001-11-14 16:30:00
Malta,Canada,2,1,2001-11-14 14:45:00
South Korea,Croatia,1,1,2001-11-13 11:00:00
Australia,France,1,1,2001-11-11 10:00:00
Denmark,Netherlands,1,1,2001-11-10 19:15:00
Greece,Estonia,4,2,2001-11-10 19:00:00
England,Sweden,1,1,2001-11-10 16:00:00
South Korea,Croatia,2,0,2001-11-10 11:00:00
England,Georgia,4,1,2001-11-07 20:00:00
Japan,Italy,1,1,2001-11-07 11:20:00
Italy,Morocco,1,0,2001-09-05 00:00:00
Chile,France,2,1,2001-09-01 00:00:00
Austria,Switzerland,1,2,2001-08-15 00:00:00
Bosnia and Herzegovina,Malta,2,0,2001-08-15 00:00:00
Czech Republic,South Korea,5,0,2001-08-15 00:00:00
England,Netherlands,0,2,2001-08-15 00:00:00
Finland,Belgium,4,1,2001-08-15 00:00:00
France,Denmark,1,0,2001-08-15 00:00:00
Hungary,Germany,2,5,2001-08-15 00:00:00
Iceland,Poland,1,1,2001-08-15 00:00:00
Ireland,Croatia,2,2,2001-08-15 00:00:00
Latvia,Ukraine,0,1,2001-08-15 00:00:00
Lithuania,Israel,2,3,2001-08-15 00:00:00
Norway,Turkey,1,1,2001-08-15 00:00:00
Portugal,Moldova,3,0,2001-08-15 00:00:00
Russia,Greece,0,0,2001-08-15 00:00:00
Slovakia,Iran,3,4,2001-08-15 00:00:00
Slovenia,Romania,2,2,2001-08-15 00:00:00
Sweden,South Africa,3,0,2001-08-15 00:00:00
England,Mexico,4,0,2001-05-25 00:00:00
Croatia,Greece,2,2,2001-04-25 00:00:00
Czech Republic,Belgium,1,1,2001-04-25 00:00:00
Denmark,Slovenia,3,0,2001-04-25 00:00:00
France,Portugal,4,0,2001-04-25 00:00:00
Hungary,Finland,0,0,2001-04-25 00:00:00
Italy,South Africa,1,0,2001-04-25 00:00:00
Moldova,Estonia,0,0,2001-04-25 00:00:00
Norway,Bulgaria,2,1,2001-04-25 00:00:00
Poland,Scotland,1,1,2001-04-25 00:00:00
Romania,Slovakia,0,0,2001-04-25 00:00:00
Spain,Japan,1,0,2001-04-25 00:00:00
Switzerland,Sweden,0,2,2001-04-25 00:00:00
Turkey,Albania,0,2,2001-04-25 00:00:00
Egypt,Canada,3,0,2001-04-24 00:00:00
Georgia,Israel,3,2,2001-04-24 00:00:00
Iran,South Korea,0,1,2001-04-24 00:00:00
Mexico,Chile,1,0,2001-04-11 00:00:00
Spain,France,2,1,2001-03-28 00:00:00
France,Japan,5,0,2001-03-24 00:00:00
Honduras,Chile,3,1,2001-03-21 00:00:00
Mexico,Brazil,3,3,2001-03-07 00:00:00
United States,Brazil,1,2,2001-03-03 00:00:00
Bosnia and Herzegovina,Hungary,1,1,2001-02-28 00:00:00
Colombia,Australia,3,2,2001-02-28 00:00:00
Croatia,Austria,1,0,2001-02-28 00:00:00
England,Spain,3,0,2001-02-28 00:00:00
Greece,Russia,3,3,2001-02-28 00:00:00
Italy,Argentina,1,2,2001-02-28 00:00:00
Liechtenstein,Latvia,0,2,2001-02-28 00:00:00
Luxembourg,Finland,0,1,2001-02-28 00:00:00
Malta,Sweden,0,3,2001-02-28 00:00:00
Netherlands,Turkey,0,0,2001-02-28 00:00:00
Northern Ireland,Norway,0,4,2001-02-28 00:00:00
Slovenia,Uruguay,0,2,2001-02-28 00:00:00
Switzerland,Poland,0,4,2001-02-28 00:00:00
Algeria,Slovakia,1,1,2001-02-27 00:00:00
France,Germany,1,0,2001-02-27 00:00:00
United States,Colombia,0,1,2001-02-03 00:00:00
Sweden,Finland,0,1,2001-02-01 00:00:00
Mexico,Colombia,2,3,2001-01-31 00:00:00
Croatia,Romania,2,2,2001-01-30 00:00:00
Mexico,Bulgaria,0,2,2001-01-24 00:00:00
Ecuador,Costa Rica,2,2,2002-11-20 23:55:00
Honduras,Colombia,1,0,2002-11-20 23:55:00
Venezuela,Uruguay,1,0,2002-11-20 23:55:00
Portugal,Scotland,2,0,2002-11-20 22:00:00
Spain,Bulgaria,1,0,2002-11-20 21:45:00
France,Serbia and Montenegro,3,0,2002-11-20 20:45:00
Italy,Turkey,1,1,2002-11-20 20:45:00
Austria,Norway,0,1,2002-11-20 20:30:00
Czech Republic,Sweden,3,3,2002-11-20 20:10:00
Germany,Netherlands,1,3,2002-11-20 20:00:00
Greece,Ireland,0,0,2002-11-20 20:00:00
Denmark,Poland,2,0,2002-11-20 19:15:00
Morocco,Mali,1,3,2002-11-20 18:00:00
Nigeria,Jamaica,0,0,2002-11-20 18:00:00
Tunisia,Egypt,0,0,2002-11-20 18:00:00
Hungary,Moldova,1,1,2002-11-20 17:30:00
Slovakia,Ukraine,1,1,2002-11-20 17:30:00
Estonia,Iceland,2,0,2002-11-20 15:00:00
Qatar,Iraq,2,1,2002-11-20 15:00:00
Romania,Croatia,0,1,2002-11-20 13:00:00
Japan,Argentina,0,2,2002-11-20 11:20:00
South Korea,Brazil,2,3,2002-11-20 11:00:00
South Africa,Senegal,1,1,2002-11-19 16:00:00
United States,El Salvador,2,0,2002-11-17 23:00:00
Venezuela,Ecuador,2,0,2002-10-20 22:00:00
Spain,Paraguay,0,0,2002-10-16 21:45:00
Sweden,Portugal,2,3,2002-10-16 20:00:00
Poland,New Zealand,2,0,2002-10-16 19:15:00
Japan,Jamaica,1,1,2002-10-16 12:00:00
Scotland,Canada,3,1,2002-10-15 21:00:00
Portugal,Tunisia,1,1,2002-10-12 22:00:00
Estonia,New Zealand,3,2,2002-10-12 18:00:00
Bosnia and Herzegovina,Germany,1,1,2002-10-11 20:30:00
Iceland,Hungary,0,2,2002-09-07 18:00:00
England,Portugal,1,1,2002-09-07 17:00:00
Czech Republic,Serbia and Montenegro,5,0,2002-09-06 20:15:00
Luxembourg,Israel,0,5,2002-09-05 20:00:00
Brazil,Paraguay,0,1,2002-08-21 23:55:00
Venezuela,Bolivia,2,0,2002-08-21 22:00:00
Iceland,Andorra,3,0,2002-08-21 21:30:00
Scotland,Denmark,0,1,2002-08-21 21:00:00
Tunisia,France,1,1,2002-08-21 21:00:00
Italy,Slovenia,0,1,2002-08-21 20:45:00
Northern Ireland,Cyprus,0,0,2002-08-21 20:45:00
Hungary,Spain,1,1,2002-08-21 20:30:00
Switzerland,Austria,3,2,2002-08-21 20:30:00
Bosnia and Herzegovina,Serbia and Montenegro,0,2,2002-08-21 20:15:00
Czech Republic,Slovakia,4,1,2002-08-21 20:15:00
Luxembourg,Morocco,0,2,2002-08-21 20:00:00
Poland,Belgium,1,1,2002-08-21 20:00:00
Croatia,Wales,1,1,2002-08-21 19:55:00
Bulgaria,Germany,2,2,2002-08-21 19:45:00
Lithuania,Israel,2,4,2002-08-21 19:45:00
Romania,Greece,0,1,2002-08-21 19:45:00
Turkey,Georgia,3,0,2002-08-21 19:30:00
Finland,Ireland,0,3,2002-08-21 19:00:00
Norway,Netherlands,0,1,2002-08-21 19:00:00
Estonia,Moldova,1,0,2002-08-21 18:00:00
Ukraine,Iran,0,1,2002-08-21 18:00:00
Russia,Sweden,1,1,2002-08-21 17:00:00
Azerbaijan,Uzbekistan,2,0,2002-08-21 16:00:00
Latvia,Belarus,2,4,2002-08-21 00:00:00
Estonia,Azerbaijan,0,0,2002-07-03 18:00:00
Kuwait,Iran,1,3,2002-05-30 15:00:00
South Korea,France,2,3,2002-05-26 10:45:00
Denmark,Tunisia,2,1,2002-05-26 09:00:00
England,Cameroon,2,2,2002-05-26 08:00:00
Belgium,Costa Rica,1,0,2002-05-26 07:00:00
Malaysia,Brazil,0,4,2002-05-25 14:45:00
China,Portugal,0,2,2002-05-25 13:30:00
Japan,Sweden,1,1,2002-05-25 12:20:00
South Africa,Turkey,2,0,2002-05-23 14:15:00
Ecuador,Senegal,0,1,2002-05-23 12:00:00
Hong Kong,Scotland,0,4,2002-05-23 11:00:00
Norway,Iceland,1,1,2002-05-22 20:00:00
Finland,Latvia,2,1,2002-05-22 18:00:00
San Marino,Estonia,0,1,2002-05-21 20:30:00
South Korea,England,1,1,2002-05-21 12:00:00
Hong Kong,Turkey,0,2,2002-05-21 11:00:00
Singapore,Uruguay,1,2,2002-05-21 10:00:00
South Africa,Scotland,2,0,2002-05-20 09:45:00
United States,Netherlands,0,2,2002-05-19 20:00:00
Russia,Serbia and Montenegro,1,6,2002-05-19 00:00:00
Ukraine,Belarus,0,2,2002-05-19 00:00:00
France,Belgium,1,2,2002-05-18 20:45:00
Czech Republic,Italy,1,0,2002-05-18 20:15:00
Poland,Estonia,1,0,2002-05-18 20:00:00
Germany,Austria,6,2,2002-05-18 19:00:00
Nigeria,Jamaica,1,0,2002-05-18 16:00:00
Slovenia,Ghana,2,0,2002-05-17 20:15:00
Denmark,Cameroon,2,1,2002-05-17 19:15:00
Sweden,Paraguay,1,2,2002-05-17 19:00:00
Russia,Belarus,1,1,2002-05-17 18:00:00
Serbia and Montenegro,Ukraine,0,2,2002-05-17 15:00:00
United States,Jamaica,5,0,2002-05-16 23:55:00
Mexico,Bolivia,1,0,2002-05-16 23:00:00
Ireland,Nigeria,1,2,2002-05-16 20:30:00
China,Uruguay,0,2,2002-05-16 13:30:00
South Korea,Scotland,4,1,2002-05-16 13:00:00
Bolivia,Mexico,0,1,2002-05-16 11:40:00
Switzerland,Canada,1,3,2002-05-15 18:00:00
Greece,Cyprus,3,1,2002-05-15 17:00:00
Wales,Germany,1,0,2002-05-14 20:45:00
Belgium,Algeria,0,0,2002-05-14 20:15:00
Slovakia,Uzbekistan,4,1,2002-05-14 19:00:00
Saudi Arabia,Senegal,3,2,2002-05-14 18:30:00
Norway,Japan,3,0,2002-05-14 17:45:00
United States,Uruguay,2,1,2002-05-12 20:00:00
South Africa,Madagascar,1,0,2002-05-12 17:00:00
Greece,Romania,3,2,2002-05-12 16:30:00
Mexico,Colombia,2,1,2002-05-12 16:30:00
Costa Rica,Colombia,1,2,2002-05-09 23:55:00
Germany,Kuwait,7,0,2002-05-09 20:30:00
Ecuador,Serbia and Montenegro,1,0,2002-05-08 20:45:00
Hungary,Croatia,0,2,2002-05-08 17:00:00
Venezuela,Colombia,0,0,2002-05-07 23:55:00
Japan,Honduras,3,3,2002-05-02 12:20:00
Japan,Slovakia,1,0,2002-04-29 08:30:00
South Korea,China,0,0,2002-04-27 12:00:00
South Korea,Costa Rica,2,0,2002-04-20 12:00:00
Mexico,Bulgaria,1,0,2002-04-17 23:55:00
Portugal,Brazil,1,1,2002-04-17 22:00:00
Ecuador,South Africa,0,0,2002-04-17 21:00:00
England,Paraguay,4,0,2002-04-17 21:00:00
Northern Ireland,Spain,0,5,2002-04-17 21:00:00
Scotland,Nigeria,1,2,2002-04-17 21:00:00
France,Russia,0,0,2002-04-17 20:45:00
Germany,Argentina,0,1,2002-04-17 20:45:00
Italy,Uruguay,1,1,2002-04-17 20:45:00
Andorra,Albania,2,0,2002-04-17 20:30:00
Austria,Cameroon,0,0,2002-04-17 20:30:00
Ireland,United States,2,1,2002-04-17 20:30:00
Greece,Czech Republic,0,0,2002-04-17 20:15:00
Slovenia,Tunisia,1,0,2002-04-17 20:15:00
Luxembourg,Liechtenstein,3,3,2002-04-17 20:00:00
Netherlands,Italy,0,0,2002-04-17 20:00:00
Norway,Sweden,0,0,2002-04-17 20:00:00
Turkey,Chile,2,0,2002-04-17 20:00:00
Denmark,Israel,3,1,2002-04-17 19:15:00
Malta,Azerbaijan,1,0,2002-04-17 18:45:00
Croatia,Bosnia and Herzegovina,2,0,2002-04-17 18:00:00
Ukraine,Georgia,2,1,2002-04-17 18:00:00
Poland,Romania,1,2,2002-04-17 17:30:00
Serbia and Montenegro,Lithuania,4,1,2002-04-17 16:30:00
Belgium,Slovakia,1,1,2002-04-17 15:00:00
Hungary,Belarus,2,5,2002-04-17 13:00:00
Japan,Costa Rica,1,1,2002-04-17 11:20:00
South Africa,Ecuador,0,0,2002-04-17 00:00:00
Norway,Sweden,1,2,2002-04-16 19:00:00
United States,Mexico,1,0,2002-04-03 23:55:00
Brazil,Serbia and Montenegro,1,0,2002-03-27 23:55:00
Ecuador,Bulgaria,3,0,2002-03-27 23:55:00
Portugal,Finland,1,4,2002-03-27 22:00:00
England,Italy,1,2,2002-03-27 21:00:00
France,Scotland,5,0,2002-03-27 20:45:00
Austria,Slovakia,2,0,2002-03-27 20:30:00
Germany,United States,4,2,2002-03-27 20:30:00
Ireland,Denmark,3,0,2002-03-27 20:30:00
Netherlands,Spain,1,0,2002-03-27 20:30:00
Wales,Czech Republic,0,0,2002-03-27 20:15:00
Luxembourg,Latvia,0,3,2002-03-27 20:00:00
Liechtenstein,Northern Ireland,0,0,2002-03-27 19:30:00
Greece,Belgium,3,2,2002-03-27 19:15:00
Sweden,Switzerland,1,1,2002-03-27 19:00:00
Tunisia,Norway,0,0,2002-03-27 19:00:00
Saudi Arabia,Uruguay,3,2,2002-03-27 18:15:00
Argentina,Cameroon,2,2,2002-03-27 18:00:00
Croatia,Slovenia,0,0,2002-03-27 18:00:00
Estonia,Russia,2,1,2002-03-27 17:00:00
Georgia,South Africa,4,1,2002-03-27 17:00:00
Moldova,Hungary,0,2,2002-03-27 17:00:00
Romania,Ukraine,4,1,2002-03-27 17:00:00
Senegal,Bolivia,2,1,2002-03-27 17:00:00
Poland,Japan,0,2,2002-03-27 16:15:00
Malta,Andorra,1,1,2002-03-27 15:45:00
Albania,Azerbaijan,1,0,2002-03-27 15:00:00
Paraguay,Nigeria,1,1,2002-03-26 20:30:00
South Korea,Turkey,0,0,2002-03-26 18:00:00
Japan,Ukraine,1,0,2002-03-21 10:00:00
Finland,South Korea,0,2,2002-03-19 05:30:00
United States,Ecuador,1,0,2002-03-10 23:55:00
Brazil,Iceland,6,1,2002-03-07 23:55:00
Denmark,Norway,0,1,2002-03-06 20:00:00
United States,Honduras,4,0,2002-03-02 22:00:00
Uruguay,South Korea,2,1,2002-02-13 23:00:00
Spain,Portugal,1,1,2002-02-13 21:30:00
France,Romania,2,1,2002-02-13 20:45:00
Italy,United States,1,0,2002-02-13 20:45:00
Germany,Israel,7,1,2002-02-13 20:30:00
Ireland,Russia,2,0,2002-02-13 20:30:00
Netherlands,England,1,1,2002-02-13 20:30:00
Wales,Argentina,1,1,2002-02-13 20:30:00
Belgium,Norway,1,0,2002-02-13 20:15:00
Luxembourg,Albania,0,0,2002-02-13 20:00:00
Poland,Northern Ireland,4,1,2002-02-13 19:45:00
Saudi Arabia,Denmark,0,1,2002-02-13 18:30:00
Croatia,Bulgaria,0,0,2002-02-13 18:00:00
Greece,Sweden,2,2,2002-02-13 18:00:00
Malta,Moldova,3,0,2002-02-13 16:00:00
Mexico,Serbia and Montenegro,1,2,2002-02-13 16:00:00
Paraguay,Bolivia,2,2,2002-02-13 16:00:00
Lithuania,Jordan,0,3,2002-02-13 15:45:00
Turkey,Ecuador,0,1,2002-02-12 20:00:00
Hong Kong,China,1,1,2002-02-12 11:00:00
Slovenia,Honduras,1,5,2002-02-12 10:30:00
Poland,Lithuania,3,1,2003-12-14 17:15:00
Poland,Malta,4,0,2003-12-11 17:00:00
Slovakia,Kuwait,2,0,2003-12-10 18:00:00
Luxembourg,Moldova,1,2,2003-11-20 20:00:00
Costa Rica,Finland,2,1,2003-11-19 23:55:00
Mexico,Iceland,0,0,2003-11-19 23:55:00
Portugal,Kuwait,8,0,2003-11-19 22:15:00
Tunisia,South Africa,2,0,2003-11-19 19:15:00
Hungary,Estonia,0,1,2003-11-19 17:00:00
Japan,Cameroon,0,0,2003-11-19 11:20:00
Morocco,Mali,0,1,2003-11-19 00:00:00
Egypt,Sweden,1,0,2003-11-18 20:45:00
Ireland,Canada,3,0,2003-11-18 20:30:00
South Korea,Bulgaria,0,1,2003-11-18 11:00:00
Honduras,Finland,1,2,2003-11-16 23:55:00
Italy,Romania,1,0,2003-11-16 20:45:00
Poland,Serbia and Montenegro,4,3,2003-11-16 17:15:00
England,Denmark,2,3,2003-11-16 17:00:00
Portugal,Greece,1,1,2003-11-15 22:15:00
Germany,France,0,3,2003-11-15 20:30:00
Czech Republic,Canada,5,1,2003-11-15 17:00:00
Morocco,Burkina Faso,1,0,2003-11-15 17:00:00
Albania,Estonia,2,0,2003-11-15 15:00:00
Italy,Poland,1,3,2003-11-12 20:45:00
Mexico,Uruguay,0,2,2003-10-15 23:55:00
Brazil,Jamaica,1,0,2003-10-12 16:00:00
Portugal,Albania,5,3,2003-10-11 22:15:00
Tunisia,Morocco,0,0,2003-10-11 19:30:00
United Arab Emirates,Uzbekistan,2,2,2003-10-11 18:00:00
Bolivia,Honduras,1,0,2003-10-11 16:00:00
Finland,Canada,3,2,2003-10-11 16:00:00
Romania,Japan,1,1,2003-10-11 12:00:00
Tunisia,Japan,0,1,2003-10-08 21:30:00
Oman,Jordan,2,1,2003-10-08 15:00:00
Portugal,Norway,1,0,2003-09-10 19:00:00
Morocco,Trinidad and Tobago,2,0,2003-09-10 17:30:00
Tunisia,Cote d'Ivoire,3,2,2003-09-10 15:00:00
Japan,Senegal,0,1,2003-09-10 12:00:00
Ireland,Turkey,2,2,2003-09-09 20:30:00
Australia,Jamaica,2,1,2003-09-07 15:00:00
Portugal,Spain,0,3,2003-09-06 22:15:00
Algeria,Qatar,1,0,2003-09-04 22:15:00
Mexico,Peru,1,3,2003-08-20 23:55:00
Colombia,Slovakia,0,0,2003-08-20 22:00:00
Portugal,Kazakhstan,1,0,2003-08-20 22:00:00
England,Croatia,3,1,2003-08-20 21:00:00
Germany,Italy,0,1,2003-08-20 20:45:00
Switzerland,France,0,2,2003-08-20 20:45:00
Argentina,Uruguay,3,2,2003-08-20 20:30:00
Austria,Costa Rica,2,0,2003-08-20 20:30:00
Netherlands,Belgium,1,1,2003-08-20 20:15:00
Sweden,Greece,1,2,2003-08-20 20:15:00
Norway,Scotland,0,0,2003-08-20 20:00:00
Paraguay,Panama,2,1,2003-08-20 19:50:00
Venezuela,Haiti,3,2,2003-08-20 19:50:00
Bulgaria,Lithuania,3,0,2003-08-20 19:30:00
Estonia,Poland,1,2,2003-08-20 19:30:00
Denmark,Finland,1,1,2003-08-20 19:15:00
Turkey,Moldova,2,0,2003-08-20 19:00:00
Liechtenstein,San Marino,2,2,2003-08-20 18:30:00
Latvia,Uzbekistan,0,3,2003-08-20 18:00:00
Ukraine,Romania,0,2,2003-08-20 18:00:00
Russia,Israel,1,2,2003-08-20 17:00:00
Slovenia,Hungary,2,1,2003-08-20 17:00:00
Tunisia,Guinea,0,0,2003-08-20 17:00:00
China,Chile,0,0,2003-08-20 12:00:00
Japan,Nigeria,3,0,2003-08-20 12:00:00
Ireland,Australia,2,1,2003-08-19 20:30:00
Luxembourg,Malta,1,1,2003-08-19 20:00:00
Ecuador,Guatemala,2,0,2003-08-19 19:00:00
Uruguay,Peru,1,0,2003-07-30 23:55:00
Nigeria,Venezuela,1,0,2003-07-26 16:45:00
Peru,Uruguay,3,4,2003-07-24 23:55:00
Argentina,Uruguay,2,2,2003-07-16 22:15:00
Jamaica,Paraguay,2,0,2003-07-09 10:00:00
United States,Paraguay,2,0,2003-07-06 21:00:00
Jamaica,Cuba,1,2,2003-07-06 20:00:00
Mexico,El Salvador,1,2,2003-07-06 20:00:00
Nigeria,Ecuador,0,0,2003-07-05 23:55:00
Latvia,Estonia,0,0,2003-07-05 20:00:00
Latvia,Lithuania,2,1,2003-07-04 17:00:00
Trinidad and Tobago,Venezuela,2,2,2003-07-03 23:55:00
Estonia,Lithuania,1,5,2003-07-03 17:00:00
Paraguay,El Salvador,1,0,2003-07-02 23:55:00
Peru,Guatemala,2,1,2003-07-02 23:55:00
Panama,Cuba,2,0,2003-06-27 16:00:00
Peru,Venezuela,1,0,2003-06-26 23:55:00
South Africa,Trinidad and Tobago,2,1,2003-06-14 15:30:00
Honduras,Chile,1,2,2003-06-11 23:55:00
Ecuador,Peru,2,2,2003-06-11 22:00:00
Nigeria,Brazil,0,3,2003-06-11 20:00:00
Japan,Paraguay,0,0,2003-06-11 12:20:00
South Korea,Argentina,0,1,2003-06-11 12:00:00
Portugal,Bolivia,4,0,2003-06-10 20:00:00
Costa Rica,Chile,1,0,2003-06-08 20:00:00
Colombia,Ecuador,0,0,2003-06-08 19:00:00
United States,New Zealand,2,1,2003-06-08 19:00:00
Japan,Argentina,1,4,2003-06-08 12:20:00
South Korea,Uruguay,0,2,2003-06-08 12:00:00
